Temp_K,Inv_Temp,k_value,ln_k
323,0.0030959752321981426,0.010491199560424973,-4.557218510354324
343,0.0029154518950437317,0.058248684656288754,-2.8430337677992004
353,0.0028328611898017,0.09282705886883984,-2.3770170990535777
